text,favorited,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName
RT @andrewjpage 99% of microbes in our gut cant be cultured  #SS2 #ISMB #microbiome,FALSE,NA,2012-07-15 23:49:42,FALSE,NA,224651989953421312,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,kshameer
RT @genetics_blog: #ISMB #KN2 ZBJ: Crowd sourcing for constructing protein interaction networks: http://t.co/TapeKZq6,FALSE,NA,2012-07-15 23:49:39,FALSE,NA,224651977693478914,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,mcmahanl
RT @Rbaltman: YL:  let's use high throughput molecular mechanisms to link clinical phenotypes to each other and drugs. #ISMB #wk02,FALSE,NA,2012-07-15 23:49:21,FALSE,NA,224651899159326720,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,kshameer
RT @genetics_blog: #ISMB #KN2 ZBJ: Crowd sourcing for constructing protein interaction networks: http://t.co/TapeKZq6,FALSE,NA,2012-07-15 23:49:08,FALSE,NA,224651845379952640,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,andrewsu
#ISMB #KN2 ZBJ: need good lower level methods (e.g. RNA-seq assembly strategies) before even thinking about systems biology improvement,FALSE,NA,2012-07-15 23:48:39,FALSE,NA,224651725963919360,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,genetics_blog
ZBJ graph from "Nature Method" is actually from Lincon Stein in Genome Biology http://t.co/oXuL4Ggr #ISMB #KN2,FALSE,NA,2012-07-15 23:48:05,FALSE,NA,224651581457563648,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,bffo
Studying dynamic data - need to pay attention to lower level analysis - design and analysis impact model development #ISMB #KN2,FALSE,NA,2012-07-15 23:48:04,FALSE,NA,224651576067895298,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,tladeras
#ISMB #KN2 ZBJ: Crowd sourcing for constructing protein interaction networks: http://t.co/TapeKZq6,FALSE,NA,2012-07-15 23:47:05,FALSE,NA,224651329488961536,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,genetics_blog
RT @Chris_Evelo: @Rbaltman you should try to make computational predictions that are specific, focussed and can be easily tested #ISMB #WK02D,FALSE,NA,2012-07-15 23:47:04,FALSE,NA,224651325676339201,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,salsb
RT @alexishkin: Another nice point: exact hypothesis are needed for validation. They need to be done by bioinformaticians #ismb #wk02,FALSE,NA,2012-07-15 23:46:48,FALSE,NA,224651257233682434,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,kshameer
#ismb: Ziv Bar-Joseph keynote: shared principles between CS and biology both highly distributed, component reuse, both rely on stochasticity,FALSE,NA,2012-07-15 23:46:40,FALSE,NA,224651223138185216,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,Phil_at_OeRC
Use of crowdsourcing to improve protein interaction databases #ISMB #KN2,FALSE,NA,2012-07-15 23:46:36,FALSE,NA,224651208957239296,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,tladeras
RT @jandot: SNAP - scalable read alignment, statistics (speed, accuracy) look really good http://t.co/0mTXJIl2 #ismb,FALSE,NA,2012-07-15 23:46:13,FALSE,NA,224651113054470146,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,BioMath
RT @Chris_Evelo: @Rbaltman you should try to make computational predictions that are specific, focussed and can be easily tested #ISMB #WK02D,FALSE,NA,2012-07-15 23:46:11,FALSE,NA,224651105206931457,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,kshameer
#ISMB #KN2 Keynote 2: Ziv Bar-Joseph: Data Integration for Understanding Dynamic Biological Systems,FALSE,NA,2012-07-15 23:45:33,FALSE,NA,224650944560902144,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,genetics_blog
Ziv Bar-Joseph: Expression Blast is to search NCBI GEO database for gene expression search. Can search across species data. #ismb #KN2,FALSE,NA,2012-07-15 23:45:26,FALSE,NA,224650915477598209,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,iGenomics
Tools developed inc Expression blast - lets you query GEO across species. #ISMB #KN2,FALSE,NA,2012-07-15 23:45:07,FALSE,NA,224650835945209858,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,tladeras
ISCB 2012 Overton Prize lecture: Ziv Bar-Joseph, Carnegie Mellon U.,Data Integration for Understanding Dynamic Biological Systems #ISMB #KN2,FALSE,NA,2012-07-15 23:44:39,FALSE,NA,224650715514146816,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ISMBinfo
Can biological systems help improve computation? Fault tolerance and backup of distributed computing #ISMB #KN2,FALSE,NA,2012-07-15 23:43:50,FALSE,NA,224650510693703680,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,tladeras
Ziv Bar-Joseph opens #KN2 w/ a funny anecdote from his 1st talk @ #ISMB. It was the last talk on last day- no one came http://t.co/vF7VH1lM,FALSE,NA,2012-07-15 23:43:37,FALSE,NA,224650454217408513,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,Albertagael
Shared principles between computer science and Bio - both are trying to compute something, highly distributed, use stochasticity #ISMB #KN2,FALSE,NA,2012-07-15 23:42:39,FALSE,NA,224650212017324032,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,tladeras
RT @koadman: McDermott: we need more modelers who understand biology and biologists who understand modeling. #ISMB,FALSE,NA,2012-07-15 23:42:07,FALSE,NA,224650081763209216,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,alexishkin
RT @jonathancairns: #ISMB #OPT23 Uniprot GOA bias - small number of papers have huge influence on many species,FALSE,NA,2012-07-15 23:42:01,FALSE,NA,224650053715902465,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,SUPERFAMILY
RT @tladeras: Data integration for understanding dynamic biological systems #ISMB #KN2,FALSE,NA,2012-07-15 23:41:22,FALSE,NA,224649891798986752,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,alexishkin
Ziv Bar-Joseph opens #KN1 w/ a funny anecdote from his 1st talk @ #ISMB. It was the last talk on last day- no one came http://t.co/xFxWePXg,FALSE,NA,2012-07-15 23:41:18,FALSE,NA,224649871230124032,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,Albertagael
RT @koadman: McDermott: we need more modelers who understand biology and biologists who understand modeling. #ISMB (via @Chris_Evelo )
),FALSE,NA,2012-07-15 23:39:17,FALSE,NA,224649368366624768,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,gepasi
Data integration for understanding dynamic biological systems #ISMB #KN2,FALSE,NA,2012-07-15 23:36:22,FALSE,NA,224648632463392769,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,tladeras
RT @jandot: SNAP - scalable read alignment, statistics (speed, accuracy) look really good http://t.co/0mTXJIl2 #ismb,FALSE,NA,2012-07-15 23:34:03,FALSE,NA,224648050461786112,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,chapmanb
McDermott: Must better understand early changes microbes make leading to infectious disease - focus too much on disease endpoint #ISMB #SS2,FALSE,NA,2012-07-15 23:30:54,FALSE,NA,224647259076300800,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,fionabrinkman
Can't say often enough RT @koadman: McDermott: we need more modelers who understand biology and biologists who understand modeling. #ISMB,FALSE,NA,2012-07-15 23:30:29,FALSE,NA,224647153761533954,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,Chris_Evelo
@Rbaltman: there is a database of chemicals on the market (called Link?) If you want to test something that is in there you can buy it #ISMB,FALSE,NA,2012-07-15 23:28:07,FALSE,NA,224646554957516800,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,Chris_Evelo
RT @bonohu: By the way, so chilly in the biggest room..orz #ISMB,FALSE,NA,2012-07-15 23:27:22,FALSE,NA,224646366478090240,NA,&lt;a href=&quot;http://sites.google.com/site/yorufukurou/&quot; rel=&quot;nofollow&quot;&gt;YoruFukurou&lt;/a&gt;,koadman
#ismb #SS2PartD great hitlist: modellers understanding biology &amp;vversa. False  negatives in target selection. Integration of other datatypes,FALSE,NA,2012-07-15 23:26:31,FALSE,NA,224646154506354688,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,foreveremain
Panel: It is hard to rescue compounds of other pharmaceuticals, besides IP issues, it still need clinical trials to make a drug. #ismb #WK02,FALSE,NA,2012-07-15 23:26:11,FALSE,NA,224646070054039552,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,iGenomics
By the way, so chilly in the biggest room..orz #ISMB,FALSE,NA,2012-07-15 23:26:09,FALSE,NA,224646061942259713,NA,&lt;a href=&quot;http://sites.google.com/site/yorufukurou/&quot; rel=&quot;nofollow&quot;&gt;YoruFukurou&lt;/a&gt;,bonohu
McDermott: we need more modelers who understand biology and biologists who understand modeling. #ISMB,FALSE,NA,2012-07-15 23:25:39,FALSE,NA,224645936570310656,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,koadman
“@vsbuffalo: RT: SNAP - scalable read alignment, statistics (speed, accuracy) look really good http://t.co/uWc8RRDo #ismb (via @jandot)”,FALSE,NA,2012-07-15 23:23:41,FALSE,NA,224645441227194368,NA,&lt;a href=&quot;http://tapbots.com&quot; rel=&quot;nofollow&quot;&gt;Tweetbot for Mac&lt;/a&gt;,assemblathon
#ismb #SS2PartD Jason McDermott - KO of system bottleneck targeted by pathogens does reduce pathogenicity (.. bottlenecks nonessential :)),FALSE,NA,2012-07-15 23:22:41,FALSE,NA,224645190932115456,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,foreveremain
@WonderMixTape I don't really believe that, they 1st want to know, why else support something like @Open_PHACTS #ISMB,FALSE,NA,2012-07-15 23:22:27,FALSE,224644238342766593,224645131687575553,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,Chris_Evelo
#WK02D Examples of areas where patents are secondary  (e.g., tropical diseases) should be considered for repositioning  #ISMB,FALSE,NA,2012-07-15 23:21:15,FALSE,NA,224644828410032128,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,WonderMixTape
#WK02D Achilles heel  of text mining in drug repositioning - data is public domain (less interest to industry) #ISMB,FALSE,NA,2012-07-15 23:18:54,FALSE,NA,224644238342766593,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,WonderMixTape
@rbaltman: @atulbutte would say you can just design the experiment as a computational biologist and have a company do it #ismb #WK02D,FALSE,NA,2012-07-15 23:18:22,FALSE,NA,224644103852404736,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,Chris_Evelo
RT @Tourncastle: Which is better: Taverna or Galaxy? There's only one way to find out...FIGHT!!! #ISMB #TT06 #TT08,FALSE,NA,2012-07-15 23:18:19,FALSE,NA,224644091676332032,NA,&lt;a href=&quot;http://twidroyd.com&quot; rel=&quot;nofollow&quot;&gt;twidroyd&lt;/a&gt;,hlapp
#ISMB #OPT23 Uniprot GOA bias - small number of papers have huge influence on many species,FALSE,NA,2012-07-15 23:16:28,FALSE,NA,224643623571046402,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jonathancairns
YL (paraphrased a bit) result in my paper not understandable since the reviewer didn't understand the boxplot and wanted a t-test #ISMB,FALSE,NA,2012-07-15 23:15:08,FALSE,NA,224643287921852416,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,Chris_Evelo
RT @Chris_Evelo: @Rbaltman you should try to make computational predictions that are specific, focussed and can be easily tested #ISMB #WK02D,FALSE,NA,2012-07-15 23:14:04,FALSE,NA,224643021948456960,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,iGenomics
Russ Altman: Bioinformaticians may do simple in vivo tests to make a solid for experimenters to validate the predictions. #ismb #WK02,FALSE,NA,2012-07-15 23:13:38,FALSE,NA,224642913655726081,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,iGenomics
Wayne from @SpringerCompSci presenting in the exhibitor theatre #ISMB http://t.co/H30XbMEE,FALSE,NA,2012-07-15 23:13:08,FALSE,NA,224642786178244608,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,SpringerSysBio
@Rbaltman you should try to make computational predictions that are specific, focussed and can be easily tested #ISMB #WK02D,FALSE,NA,2012-07-15 23:13:08,FALSE,NA,224642785091915778,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,Chris_Evelo
#ISMB Larry Hunter prefaced "Once we have 1st artificial mind we'll have many" with "I'm not a believer in the #singularity" @trutane,FALSE,NA,2012-07-15 23:12:38,FALSE,224630242470404097,224642658423934977,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ongenetics
Drug repositioning: How to validate predictions experimentally? Business case? Patentable? What approach, data, how to integrate them? #ismb,FALSE,NA,2012-07-15 23:11:45,FALSE,NA,224642437577052160,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,iGenomics
RT @Rbaltman: YL:  let's use high throughput molecular mechanisms to link clinical phenotypes to each other and drugs. #ISMB #wk02,FALSE,NA,2012-07-15 23:11:31,FALSE,NA,224642379200729089,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,nextgenseek
RT: SNAP - scalable read alignment, statistics (speed, accuracy) look really good http://t.co/36iheIdr #ismb (via @jandot),FALSE,NA,2012-07-15 23:10:37,FALSE,NA,224642150820872192,NA,&lt;a href=&quot;http://twitter.com&quot; rel=&quot;nofollow&quot;&gt;Tweetie for Mac&lt;/a&gt;,vsbuffalo
Another nice point: exact hypothesis are needed for validation. They need to be done by bioinformaticians #ismb #wk02,FALSE,NA,2012-07-15 23:10:21,FALSE,NA,224642084836093954,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,alexishkin
#WK02D How to validate? RA: Need  hyper-focused hypothesis to guide validation and inexpensive mechanism for testing #ISMB,FALSE,NA,2012-07-15 23:10:19,FALSE,NA,224642077571559424,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,WonderMixTape
#WK02D Key Repurpose Q's: How to validate predictions experimentallly? How to make business case for this?  What approach,  data? #ISMB,FALSE,NA,2012-07-15 23:08:38,FALSE,NA,224641653531615233,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,WonderMixTape
Nice point: even if you perfectly repurpose the drug, commercial success not guaranteed #ismb #wk02,FALSE,NA,2012-07-15 23:08:19,FALSE,NA,224641573030338560,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,alexishkin
#ISMB #OPT22 Legionnaire's disease converts white blood cells into virus factories - but how?,FALSE,NA,2012-07-15 23:07:56,FALSE,NA,224641477198872577,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jonathancairns
MS: What's next? how to validate computational predictions experimentally? what is the business case? #ismb #wk02,FALSE,NA,2012-07-15 23:06:48,FALSE,NA,224641193781379072,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,alexishkin
MS: repositioning done using computational methods: structural modeling of the new prospective target #ismb #wk02,FALSE,NA,2012-07-15 23:05:56,FALSE,NA,224640975614640131,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,alexishkin
ZOOOOM! HHblits is fast! #ISMB,FALSE,NA,2012-07-15 23:04:57,FALSE,NA,224640725168570369,NA,&lt;a href=&quot;http://twitter.com/download/android&quot; rel=&quot;nofollow&quot;&gt;Twitter for Android&lt;/a&gt;,SUPERFAMILY
#WK02D Collaborative study w/  RESprotect. BVDU clinical trial .  Repositioned  Herpes -&gt; Pancreatic Cancer. Elucidate how drug works #ISMB,FALSE,NA,2012-07-15 23:04:39,FALSE,NA,224640649150988288,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,WonderMixTape
MS: development of drug which was initially repositioned from herpes to pancreatic cancer #ismb #wk02,FALSE,NA,2012-07-15 23:04:25,FALSE,NA,224640592821501952,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,alexishkin
Michael Schroeder - computational design repositioning and systems pharmacology #ismb #wk02,FALSE,NA,2012-07-15 23:03:10,FALSE,NA,224640279649587200,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,alexishkin
RT @Rbaltman: YL:  let's use high throughput molecular mechanisms to link clinical phenotypes to each other and drugs. #ISMB #wk02,FALSE,NA,2012-07-15 23:02:06,FALSE,NA,224640008898875393,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,nocx
RT @fionabrinkman: #ISMB #SS2 Sobral mentions his http://t.co/3nFXaenq &amp; how we must stop always going to war  with our microbial friends (antimicrobials etc),FALSE,NA,2012-07-15 23:01:24,FALSE,NA,224639833627295744,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,gepasi
@alexishkin Let me plug CyTargetLinker Cytoscape plugin written 4 xactly that purpose. Get WikiPathways pathway using GPML plugin 1st #ISMB,FALSE,NA,2012-07-15 22:59:07,FALSE,224635996296331264,224639260400156672,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,Chris_Evelo
RT @iddux: #SS2 #ISMB Sorbal: Rickettsia uses mobile genetic elements as apps. "I want that one, I want that one...",FALSE,NA,2012-07-15 22:58:51,FALSE,NA,224639190997016577,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,koadman
RT @Rbaltman: YL:  let's use high throughput molecular mechanisms to link clinical phenotypes to each other and drugs. #ISMB #wk02,FALSE,NA,2012-07-15 22:58:47,FALSE,NA,224639174626656257,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,alexishkin
RT @spitshine: Live-demo of Zooma http://t.co/Tr4gVube Blog post http://t.co/wFTXf4bl #TT11 #ISMB,FALSE,NA,2012-07-15 22:58:25,FALSE,NA,224639081781538816,NA,&lt;a href=&quot;http://www.visibli.com&quot; rel=&quot;nofollow&quot;&gt;Visibli&lt;/a&gt;,bioontology
#ISMB #SS2 Sobral mentions his http://t.co/3nFXaenq &amp; how we must stop always going to war  with our microbial friends (antimicrobials etc),FALSE,NA,2012-07-15 22:58:20,FALSE,NA,224639063460823040,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,fionabrinkman
RT @Rbaltman: YL:  let's use high throughput molecular mechanisms to link clinical phenotypes to each other and drugs. #ISMB #wk02,FALSE,NA,2012-07-15 22:57:26,FALSE,NA,224638836452499456,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,TrishWhetzel
YL: Pathway analysis identified that simultaneous inhibition of EGFR and mTOR can overcome resistance to EGFR inhibition #ismb,FALSE,NA,2012-07-15 22:57:01,FALSE,NA,224638731263541248,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,alexishkin
YL: integration of gene expression data in cancer; miRNA target data highlights the role of miR-204 in head and neck cancer #ismb,FALSE,NA,2012-07-15 22:55:15,FALSE,NA,224638284226248707,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,alexishkin
@Albertagael slight selection bias there, since we are both at #ISMB :) I've moved to OPT22/23/24 near the front,FALSE,NA,2012-07-15 22:54:24,FALSE,224634763271610368,224638069515624452,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jonathancairns
#WK02C Result: Funded clinical trial "Multicenter randomized Phase II Trial evaluating Synergy of combined EGFR/mTOR inhibition" #ISMB,FALSE,NA,2012-07-15 22:53:58,FALSE,NA,224637962279854080,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,WonderMixTape
RT @genetics_blog: Cool. #ISMB has a twitter policy - each speaker/session has own separate hash tag, decoded in program. http://t.co/pw3f2Hvd,FALSE,NA,2012-07-15 22:53:57,FALSE,NA,224637958903431170,NA,&lt;a href=&quot;http://www.apple.com&quot; rel=&quot;nofollow&quot;&gt;Photos on iOS&lt;/a&gt;,OpenHelix
RT @OpenHelix: #ISMB #TT08 #TT10 last 2 generated new tip ideas, both extension of old one http://t.co/iA2CcC9X &amp; new. extend http://t.co/UIq8ZMCa,FALSE,NA,2012-07-15 22:53:38,FALSE,NA,224637879463321600,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,ISMBinfo
#ismb #pp21 LineageProgram uses differentiation and lineage trees to learn lineage-specific and lineage-global expression programs,FALSE,NA,2012-07-15 22:53:24,FALSE,NA,224637817911914496,NA,&lt;a href=&quot;http://twitter.com/download/android&quot; rel=&quot;nofollow&quot;&gt;Twitter for Android&lt;/a&gt;,olgabot
RT @iddux: #SS2 #ISMB Sorbal: "Don't kill your (microbial) friends" http://t.co/AXRMR3fs,FALSE,NA,2012-07-15 22:53:05,FALSE,NA,224637740057239552,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,virmax
RT @Rbaltman: YL:  let's use high throughput molecular mechanisms to link clinical phenotypes to each other and drugs. #ISMB #wk02,FALSE,NA,2012-07-15 22:52:36,FALSE,NA,224637620674756609,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,ISMBinfo
#ISMB #TT08 #TT10 last 2 generated new tip ideas, both extension of old one http://t.co/iA2CcC9X &amp; new. extend http://t.co/UIq8ZMCa,FALSE,NA,2012-07-15 22:51:37,FALSE,NA,224637373152104448,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,OpenHelix
Live-demo of Zooma http://t.co/7lWXmlIA Blog post http://t.co/T0wwjzjq #TT11 #ISMB,FALSE,NA,2012-07-15 22:51:11,FALSE,NA,224637261063520258,NA,&lt;a href=&quot;http://itunes.apple.com/us/app/twitter/id409789998?mt=12&quot; rel=&quot;nofollow&quot;&gt;Twitter for Mac&lt;/a&gt;,spitshine
99% of microbes in our gut cant be cultured  #SS2 #ISMB,FALSE,NA,2012-07-15 22:50:33,FALSE,NA,224637103491915776,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,andrewjpage
RT @iddux: #SS2 #ISMB Sorbal: Rickettsia uses mobile genetic elements as apps. "I want that one, I want that one...",FALSE,NA,2012-07-15 22:49:35,FALSE,NA,224636859068858368,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,bgood
YL: Permutation network analysis reveals statistically significant relations and removes the hairball. #ISMB #wk02,FALSE,NA,2012-07-15 22:49:28,FALSE,NA,224636828773400576,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,thespicychicken
RT @Rbaltman: YL:  let's use high throughput molecular mechanisms to link clinical phenotypes to each other and drugs. #ISMB #wk02,FALSE,NA,2012-07-15 22:49:21,FALSE,NA,224636801657217024,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,Awesomics
#SS2 #ISMB Sorbal: "Don't kill your (microbial) friends" http://t.co/AXRMR3fs,FALSE,NA,2012-07-15 22:49:09,FALSE,NA,224636750268604417,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,iddux
#ismb bruno sobral "we don't understand health, how could we possibly understand disease?",FALSE,NA,2012-07-15 22:48:22,FALSE,NA,224636552247119872,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,bgood
RT @Rbaltman: YL:  let's use high throughput molecular mechanisms to link clinical phenotypes to each other and drugs. #ISMB #wk02,FALSE,NA,2012-07-15 22:48:19,FALSE,NA,224636538963755009,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,bffo
Someone please come up with a different latex template for presentations, please! #ISMB,FALSE,NA,2012-07-15 22:47:49,FALSE,NA,224636413218537474,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,tladeras
